Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2018-10-02,501,8:57:00 PM,Tuesday,Queen/Shaw,Mechanical,5,9,W/B,4024
2018-10-03,504,1:53:00 AM,Wednesday,Sumach and King EB,Diversion,15,21,E/B,4455
2018-10-03,512,5:24:00 AM,Wednesday,St Clair stn,Mechanical,7,15,W/B,4450
2018-10-03,504,6:13:00 AM,Wednesday,Queen and Broadview,Mechanical,4,8,E/B,4184
2018-10-03,501,6:13:00 AM,Wednesday,QUEEN/BROADVIEW,Utilized Off Route,15,23,W/B,4050
2018-10-03,514,6:22:00 AM,Wednesday,King and Sumach,Held By,7,14,W/B,4466
2018-10-03,501,6:57:00 AM,Wednesday,QUEEN/MCCAUL,General Delay,7,11,W/B,4024
2018-10-03,512,7:15:00 AM,Wednesday,St Clair/Bathurst,Held By,3,5,W/B,4480
2018-10-03,506,7:30:00 AM,Wednesday,gerrard/parlament,Mechanical,16,21,W/B,4084
2018-10-03,511,8:00:00 AM,Wednesday,bathurst station,Mechanical,4,8,S/B,1386
2018-10-03,511,8:04:00 AM,Wednesday,cne loop,Investigation,4,8,N/B,8203
2018-10-03,506,8:10:00 AM,Wednesday,Russell Yard,Late Leaving Garage,5,10,E/B,4034
2018-10-03,502,8:30:00 AM,Wednesday,BIRGHAM LOOP,Mechanical,12,24,W/B,8484
2018-10-03,506,9:00:00 AM,Wednesday,gerrard/coxwell,Mechanical,5,10,E/B,4004
2018-10-03,506,10:20:00 AM,Wednesday,highpark loop,Mechanical,5,10,E/B,4155
2018-10-03,504,10:48:00 AM,Wednesday,King and Bathurst,Held By,4,8,E/B,4430
2018-10-03,502,10:53:00 AM,Wednesday,BIRGHAM LOOP,Mechanical,12,24,W/B,9216
2018-10-03,501,11:15:00 AM,Wednesday,queen/Kingston rd,General Delay,6,10,E/B,4230
2018-10-03,505,11:39:00 AM,Wednesday,Dundas and Jarvis,Held By,21,25,E/B,7879
2018-10-03,502,11:40:00 AM,Wednesday,BIRGHAM LOOP,Mechanical,12,24,W/B,7741
2018-10-03,506,12:58:00 PM,Wednesday,coleege/lansdowne,Held By,50,55,B/W,4115
2018-10-03,504,1:57:00 PM,Wednesday,King and Spadina,Mechanical,5,10,E/B,4492
2018-10-03,506,2:14:00 PM,Wednesday,Landsdown and College,Investigation,23,29,W/B,4119
2018-10-03,506,2:20:00 PM,Wednesday,Parliament and Gerrard,Mechanical,5,10,E/B,4014
2018-10-03,512,2:35:00 PM,Wednesday,St Clair @ Earslcourt,Emergency Services,4,9,E/B,4412
2018-10-03,514,2:41:00 PM,Wednesday,Dufferin and Libert st,Held By,14,24,N/B,4466
2018-10-03,504,3:25:00 PM,Wednesday,Broadview and Dundas,Emergency Services,5,10,S/B,4498
2018-10-03,511,3:45:00 PM,Wednesday,Bathurst stn,Held By,83,89,N/B,8374
2018-10-03,511,3:48:00 PM,Wednesday,CNE loop,Investigation,5,10,W/B,8188
2018-10-03,504,4:26:00 PM,Wednesday,King and Charlotte loop,Investigation,15,25,B/W,4171
2018-10-03,510,4:30:00 PM,Wednesday,Adelaide,Mechanical,4,8,N/B,4500
2018-10-03,501,5:32:00 PM,Wednesday,Longbranch Loop,Mechanical,10,20,E/B,4101
2018-10-03,505,5:51:00 PM,Wednesday,Broadview Stn,Mechanical,4,8,W/B,7813
2018-10-03,504,7:48:00 PM,Wednesday,Broadview and Gerrard,Held By,8,12,S/B,4489
2018-10-03,505,8:22:00 PM,Wednesday,DWS,Emergency Services,5,10,E/B,7768
2018-10-03,501,8:30:00 PM,Wednesday,Queen/Roncesvalles,Emergency Services,5,9,W/B,4080
2018-10-03,501,9:44:00 PM,Wednesday,E/B Russell Trailer Track,Emergency Services,1,1,E/B,4080
2018-10-03,501,10:31:00 PM,Wednesday,Queensway/Ellis,Diversion,135,140,E/B,4032
2018-10-03,506,11:31:00 PM,Wednesday,Greenwood and Gerrard,Held By,12,21,E/B,4049
2018-10-04,511,12:33:00 AM,Thursday,bathurst/Harbord,Mechanical,5,10,N/B,8188
2018-10-04,501,6:10:00 AM,Thursday,The Queensway/Windermere,Mechanical,25,37,E/B,4093
2018-10-04,503,6:24:00 AM,Thursday,Russell Yard,Mechanical,12,24,E/B,4029
2018-10-04,506,6:32:00 AM,Thursday,Russell Yard,Mechanical,5,10,W/B,4185
2018-10-04,514,6:32:00 AM,Thursday,Queen And Parliament,Late Leaving Garage,7,11,W/B,4494
2018-10-04,506,6:35:00 AM,Thursday,Russell Yard,Late Leaving Garage,6,12,W/B,4145
2018-10-04,504,6:38:00 AM,Thursday,Russell Yard,Mechanical,5,10,W/B,4089
2018-10-04,506,7:25:00 AM,Thursday,Russell Yard,Mechanical,4,7,W/B,4103
2018-10-04,506,7:31:00 AM,Thursday,Upper Gerrard to Gerrard and Woodbine,General Delay,10,15,W/B,4032
2018-10-04,512,7:34:00 AM,Thursday,St Clair Stn,Mechanical,4,7,W/B,4406
2018-10-04,504,7:55:00 AM,Thursday,King / Parliament,Mechanical,4,8,W/B,4445
2018-10-04,501,8:50:00 AM,Thursday,Q/SHERBOURNE,Mechanical,18,30,W/B,4199
2018-10-04,501,8:50:00 AM,Thursday,QUEEN/SHERBOURNE,Mechanical,18,26,W/B,4199
2018-10-04,501,8:54:00 AM,Thursday,Q/Sherbourne,Utilized Off Route,18,26,W/B,4046
2018-10-04,501,10:04:00 AM,Thursday,Neville park loop,Mechanical,4,8,W/B,4198
2018-10-04,501,10:06:00 AM,Thursday,QUEEN/PETER,Utilized Off Route,4,12,W/B,4146
2018-10-04,501,12:33:00 PM,Thursday,Lakeshore and 5th,Held By,40,50,W/B,4001
2018-10-04,511,1:08:00 PM,Thursday,Bathurst Station,Investigation,4,8,S/B,8161
2018-10-04,514,1:11:00 PM,Thursday,King and Portland,Emergency Services,13,26,E/B,4431
2018-10-04,504,1:45:00 PM,Thursday,King and Portland,Mechanical,5,10,W/B,4443
2018-10-04,514,1:59:00 PM,Thursday,King and Parliament st,Mechanical,10,20,W/B,4485
2018-10-04,504,2:08:00 PM,Thursday,King and Bathurst,Held By,9,29,E/B,4459
2018-10-04,506,3:00:00 PM,Thursday,Coxwell and Gerrard to Main stn.,General Delay,12,18,B/W,4073
2018-10-04,501,3:18:00 PM,Thursday,lakeshore and 23rd,Mechanical,10,20,E/B,4230
2018-10-04,504,3:52:00 PM,Thursday,King and Jefferson,Mechanical,1,1,W/B,4412
2018-10-04,501,4:51:00 PM,Thursday,Queen and empire,Mechanical,5,10,W/B,4126
2018-10-04,501,5:03:00 PM,Thursday,humberloop,Utilized Off Route,10,20,E/B,4230
2018-10-04,505,5:43:00 PM,Thursday,dundas/spadina,Investigation,5,10,W/B,7823
2018-10-04,501,5:45:00 PM,Thursday,Queensway and glendale,Mechanical,5,10,E/B,4221
2018-10-04,506,6:28:00 PM,Thursday,Coxwell and Gerrard.,Mechanical,6,12,N/B,4178
2018-10-04,511,6:29:00 PM,Thursday,Lenox and Bathurst,Investigation,5,10,S/B,1140
2018-10-04,501,6:33:00 PM,Thursday,lakeshore and royal york,Mechanical,10,20,E/B,4001
2018-10-04,501,6:42:00 PM,Thursday,Humberloop,Utilized Off Route,5,10,E/B,4001
2018-10-04,504,6:46:00 PM,Thursday,King and George st,Emergency Services,22,27,W/B,4157
2018-10-04,501,7:08:00 PM,Thursday,Queen ans roncy,Emergency Services,6,12,W/B,4091
2018-10-04,505,7:18:00 PM,Thursday,Wilson yard,Late Leaving Garage,4,8,S/B,8190
2018-10-04,505,7:40:00 PM,Thursday,broadview station,Mechanical,5,10,W/B,7823
2018-10-04,501,9:21:00 PM,Thursday,Queen/John,Mechanical,4,9,E/B,4086
2018-10-04,501,9:36:00 PM,Thursday,Queen/Kingston,Held By,7,11,E/B,4226
2018-10-04,501,9:48:00 PM,Thursday,Queensway/Parkside,Mechanical,3,7,W/B,4187
2018-10-04,501,10:26:00 PM,Thursday,Humber Loop,Mechanical,10,19,W/B,4155
2018-10-05,510,1:31:00 AM,Friday,Spadina/Queen,Investigation,8,16,N/B,4438
2018-10-05,301,3:45:00 AM,Friday,Queen/University,Emergency Services,20,40,S/B,4181
2018-10-05,501,3:57:00 AM,Friday,Russell Yard,Mechanical,14,34,E/B,4080
2018-10-05,505,7:11:00 AM,Friday,Dundas West Station,Emergency Services,4,8,W/B,8161
2018-10-05,501,7:32:00 AM,Friday,HUMBER LOOP,Mechanical,4,8,E/B,4187
2018-10-05,504,7:56:00 AM,Friday,Roncesvalles / Queen,Utilized Off Route,4,8,S/B,4115
2018-10-05,501,8:52:00 AM,Friday,QUEENSWAY/ELLIS,Held By,50,54,B/W,4104
2018-10-05,503,9:21:00 AM,Friday,Charolette / King,Held By,8,20,S/B,4132
2018-10-05,506,9:40:00 AM,Friday,College and Spadina,Mechanical,1,2,E/B,4156
2018-10-05,505,10:33:00 AM,Friday,Dundas West Station,Mechanical,4,8,W/B,8941
2018-10-05,506,10:39:00 AM,Friday,Gerrard and Coxwell,Mechanical,1,2,E/B,4156
2018-10-05,510,10:46:00 AM,Friday,Dundas and Spadina,Mechanical,8,16,S/B,4410
2018-10-05,501,11:05:00 AM,Friday,Humber loop,Mechanical,4,8,E/B,4081
2018-10-05,501,11:06:00 AM,Friday,Humber loop,Mechanical,4,12,E/B,4249
2018-10-05,506,12:48:00 PM,Friday,Main Station,Mechanical,5,10,W/B,4074
2018-10-05,504,1:00:00 PM,Friday,King / Parliament,Mechanical,5,10,E/B,4473
2018-10-05,505,1:19:00 PM,Friday,Ontario and Dundas,Mechanical,4,8,E/B,8161
2018-10-05,512,1:57:00 PM,Friday,St Clair @ Wychwood,Mechanical,5,10,W/B,4436
2018-10-05,504,2:13:00 PM,Friday,Roncesvalles / Howard Park,Mechanical,15,19,E/B,4464
2018-10-05,501,2:47:00 PM,Friday,Humber Loop,Mechanical,5,10,E/B,4022
2018-10-05,506,3:19:00 PM,Friday,Coxwell and Upper Gerrard,Held By,80,86,B/W,4023
2018-10-05,503,3:43:00 PM,Friday,Russell Yard,Late Leaving Garage,16,28,E/B,4032
2018-10-05,504,3:50:00 PM,Friday,Russell Yard,Late Leaving Garage,9,8,W/B,4127
2018-10-05,506,3:55:00 PM,Friday,Russell yard,Late Leaving Garage,8,4,E/B,4169
2018-10-05,506,4:01:00 PM,Friday,Coxwell and Gerrard,Mechanical,6,12,E/B,4170
2018-10-05,511,4:22:00 PM,Friday,Fleet and Fort York,Investigation,3,6,E/B,1101
2018-10-05,504,4:37:00 PM,Friday,King / Church,Mechanical,4,8,W/B,4042
2018-10-05,506,4:48:00 PM,Friday,College and Young,Investigation,5,11,W/B,4147
2018-10-05,501,6:36:00 PM,Friday,Queen & Dovercourt,Investigation,5,10,E/B,4155
2018-10-05,512,6:47:00 PM,Friday,St Clair @ Christie,Held By,9,14,W/B,4472
2018-10-05,501,8:09:00 PM,Friday,Queen & Spadina,Mechanical,5,10,E/B,4101
2018-10-05,512,8:30:00 PM,Friday,tweedsmeer tunnel entrance,Held By,11,18,W/B,4440
2018-10-05,506,8:43:00 PM,Friday,Gerrard and Broadview,Mechanical,1,1,W/B,4156
2018-10-05,501,9:16:00 PM,Friday,Queen and jones,Mechanical,6,12,W/B,4053
2018-10-05,506,10:39:00 PM,Friday,Coxwell and Queen,Mechanical,1,1,S/B,4157
2018-10-05,504,11:50:00 PM,Friday,Broadview and Queen,Mechanical,7,14,S/B,4075
2018-10-05,506,11:50:00 PM,Friday,Spadina and College,Held By,5,14,E/B,4125
2018-10-06,501,12:14:00 AM,Saturday,Queen and noble,Mechanical,22,32,W/B,4090
2018-10-06,506,1:04:00 AM,Saturday,Dundas and Howard Park,Investigation,10,20,E/B,4002
2018-10-06,304,2:44:00 AM,Saturday,Broadview Station,General Delay,30,60,N/B,4479
2018-10-06,304,5:05:00 AM,Saturday,Dundas West Stn,Mechanical,,30,E/B,4481
2018-10-06,510,6:54:00 AM,Saturday,QQ and Spadina,Mechanical,8,16,N/B,4475
2018-10-06,501,7:04:00 AM,Saturday,Connaught & Queen,Held By,6,12,E/B,4149
2018-10-06,505,9:00:00 AM,Saturday,Sherborne and Dundas,Emergency Services,10,20,E/B,8124
2018-10-06,504,9:35:00 AM,Saturday,Broadview Stn,Mechanical,7,14,W/B,4411
2018-10-06,514,10:10:00 AM,Saturday,King & Duoro,Held By,25,40,B/W,4413
2018-10-06,504,10:10:00 AM,Saturday,King & Duoro,Held By,25,32,B/W,4418
2018-10-06,510,10:15:00 AM,Saturday,Lakeshore and Spadina,Overhead - Pantograph,8,16,N/B,4475
2018-10-06,511,11:23:00 AM,Saturday,Bathurst and Wellington,Held By,36,41,N/B,1123
2018-10-06,506,11:45:00 AM,Saturday,College and Bathurst,Mechanical,5,10,E/B,4146
2018-10-06,501,11:58:00 AM,Saturday,Queen St. E and Connaught,Late Leaving Garage,6,5,W/B,4195
2018-10-06,510,12:02:00 PM,Saturday,Charlotte loop/King and Spadina,Mechanical,8,16,E/B,4496
2018-10-06,512,12:54:00 PM,Saturday,St Clair/Vaughan Rd,Investigation,12,16,E/B,4405
2018-10-06,512,1:00:00 PM,Saturday,St Clair/Vaughan RD,Held By,9,13,W/B,4482
2018-10-06,501,1:39:00 PM,Saturday,Sherbourne,Investigation,12,17,E/B,4163
2018-10-06,501,1:49:00 PM,Saturday,Connaugh,Mechanical,5,10,E/B,4068
2018-10-06,501,2:10:00 PM,Saturday,Connaugh Ave,Mechanical,5,10,E/B,4149
2018-10-06,505,2:22:00 PM,Saturday,University and Dundas,Investigation,4,8,E/B,7819
2018-10-06,511,2:24:00 PM,Saturday,Bathurst and College,Mechanical,5,10,S/B,1113
2018-10-06,511,2:27:00 PM,Saturday,Bathurst and Fleet,Held By,14,19,S/B,1069
2018-10-06,505,3:03:00 PM,Saturday,Wolfrey and Broadview,Mechanical,4,8,W/B,8412
2018-10-06,501,3:47:00 PM,Saturday,Humber Loop,Investigation,5,10,E/B,4221
2018-10-06,501,4:17:00 PM,Saturday,Connaugh Ave,Mechanical,5,10,W/B,4126
2018-10-06,501,4:33:00 PM,Saturday,Greenwood,Mechanical,5,10,E/B,4163
2018-10-06,501,6:19:00 PM,Saturday,Humber Loop,Mechanical,5,10,E/B,4230
2018-10-06,509,6:31:00 PM,Saturday,CNE Loop,Mechanical,6,12,W/B,4483
2018-10-06,505,7:40:00 PM,Saturday,dundas/sherborne,Investigation,10,20,W/B,1398
2018-10-06,512,8:50:00 PM,Saturday,st.clair/christie,Mechanical,76,84,W/B,4499
2018-10-06,512,11:35:00 PM,Saturday,st.clair/lansdowne,Held By,10,18,B/W,4417
2018-10-07,501,12:15:00 AM,Sunday,Queen and Dovercourt,Mechanical,9,18,E/B,4053
2018-10-07,301,2:31:00 AM,Sunday,Queen and church,Held By,14,23,E/B,4046
2018-10-07,301,3:09:00 AM,Sunday,Queen and Laing,Held By,36,55,E/B,4034
2018-10-07,501,3:59:00 AM,Sunday,Quen and laing,Held By,129,159,B/W,4053
2018-10-07,301,4:40:00 AM,Sunday,Queen & Church,Held By,1,2,E/B,4057
2018-10-07,512,7:20:00 AM,Sunday,St Clair and Keele,Investigation,22,30,E/B,4495
2018-10-07,501,7:56:00 AM,Sunday,Queen & Dufferin,Mechanical,8,16,W/B,4143
2018-10-07,504,9:00:00 AM,Sunday,Broadview at Queen,Mechanical,4,8,W/B,4490
2018-10-07,501,10:25:00 AM,Sunday,Russell Yard,Mechanical,5,10,E/B,4179
2018-10-07,509,10:32:00 AM,Sunday,Rees and Queens Quay,Mechanical,8,16,W/B,4442
2018-10-07,501,1:20:00 PM,Sunday,Russell Yard,Late Leaving Garage,15,8,E/B,4081
2018-10-07,506,1:34:00 PM,Sunday,Main Station,Mechanical,5,10,W/B,4001
2018-10-07,510,2:03:00 PM,Sunday,Union Station/QQ,Overhead - Pantograph,8,16,N/B,4483
2018-10-07,510,3:14:00 PM,Sunday,Spadina and Queen,Mechanical,191,197,N/B,4413
2018-10-07,506,3:26:00 PM,Sunday,High park loop,Mechanical,8,16,E/B,4121
2018-10-07,511,3:37:00 PM,Sunday,CNE LOOP.,Mechanical,,,S/B,1133
2018-10-07,511,3:37:00 PM,Sunday,Bathurst and Ft York,Emergency Services,7,14,N/B,1096
2018-10-07,501,3:46:00 PM,Sunday,QUEEN/SPADINA,General Delay,65,69,B/W,4057
2018-10-07,511,4:18:00 PM,Sunday,Dundas,Utilized Off Route,5,10,N/B,1147
2018-10-08,501,12:44:00 AM,Monday,Lakeshore and Royal York,Investigation,173,181,W/B,4140
2018-10-08,501,12:44:00 AM,Monday,Lakeshore and royal York,Investigation,173,181,W/B,4140
2018-10-08,510,2:46:00 AM,Monday,Queen and spadina,Investigation,30,60,S/B,4406
2018-10-08,501,4:22:00 AM,Monday,Russell yard,Late Leaving Garage,10,9,W/B,4115
2018-10-08,501,4:38:00 AM,Monday,Russell Yard,Late Leaving Garage,10,20,W/B,4198
2018-10-08,501,4:55:00 AM,Monday,Russell Yard,Late Leaving Garage,21,34,E/B,4101
2018-10-08,506,6:07:00 AM,Monday,Russell yard,Late Leaving Garage,6,16,E/B,4002
2018-10-08,512,9:44:00 AM,Monday,St Clair Station,Mechanical,1,1,W/B,4474
2018-10-08,504,11:19:00 AM,Monday,Distrillery Loop,Mechanical,7,15,W/B,4439
2018-10-08,511,12:08:00 PM,Monday,CNE Loop,Mechanical,5,10,S/B,1057
2018-10-08,501,1:14:00 PM,Monday,Queen and Lansdowne,Investigation,43,47,E/B,4464
2018-10-08,511,1:25:00 PM,Monday,CNE Loop,Utilized Off Route,5,10,N/B,1133
2018-10-08,511,3:08:00 PM,Monday,Bathurst at Nassau,Investigation,4,9,N/B,1086
2018-10-08,512,3:20:00 PM,Monday,St Clair at Alberta,Mechanical,11,16,W/B,4420
2018-10-08,512,3:40:00 PM,Monday,Lansdowne Loop,Overhead - Pantograph,4,9,W/B,4420
2018-10-08,512,4:00:00 PM,Monday,St Clair at Alberta,Overhead - Pantograph,4,9,E/B,4454
2018-10-08,510,4:04:00 PM,Monday,Spadina and St. Andrew,Investigation,12,18,N/B,4438
2018-10-08,506,4:14:00 PM,Monday,Coxwell Loop.,Mechanical,8,16,W/B,4171
2018-10-08,501,4:35:00 PM,Monday,Queen and Brooklyn,Investigation,15,19,W/B,4100
2018-10-08,512,5:15:00 PM,Monday,St Clair at Vaughan,Mechanical,4,9,W/B,4420
2018-10-08,505,5:20:00 PM,Monday,Dundas West STN,Mechanical,6,12,E/B,8175
2018-10-08,501,5:37:00 PM,Monday,Queen and Broadview,Mechanical,4,8,E/B,4470
2018-10-08,501,5:37:00 PM,Monday,Queen and Leslie,Mechanical,4,8,W/B,4470
2018-10-08,501,7:49:00 PM,Monday,Queen and Spadina,Mechanical,1,1,E/B,4408
2018-10-08,501,7:59:00 PM,Monday,Lakeshore @ Islington,Held By,48,58,E/B,4053
2018-10-08,501,8:52:00 PM,Monday,Queen and carroll,Investigation,194,201,E/B,4495
2018-10-08,501,8:57:00 PM,Monday,Queen and carroll,General Delay,20,27,B/W,4115
2018-10-08,501,9:40:00 PM,Monday,Queen and connaught,Mechanical,7,14,E/B,4024
2018-10-08,501,9:43:00 PM,Monday,Broadview and dundas,Mechanical,7,14,E/B,4101
2018-10-08,501,9:54:00 PM,Monday,Queen and Carlaw,Held By,53,60,B/W,4498
2018-10-09,501,12:30:00 AM,Tuesday,Queen and Spadina,Mechanical,9,18,E/B,4118
2018-10-09,510,12:38:00 AM,Tuesday,Spadina and richmond,Mechanical,8,16,S/B,4441
2018-10-09,506,12:48:00 AM,Tuesday,Parkside Howard Park,Investigation,10,20,W/B,4170
2018-10-09,501,5:07:00 AM,Tuesday,Queen & Sumach,Mechanical,8,17,W/B,4079
2018-10-09,512,5:37:00 AM,Tuesday,King and Spadina,Mechanical,4,8,W/B,4451
2018-10-09,501,5:43:00 AM,Tuesday,Queen & University,Mechanical,13,18,W/B,4037
2018-10-09,506,6:26:00 AM,Tuesday,Upper Gerrard and Beaton,Mechanical,25,30,E/B,4032
2018-10-09,512,7:38:00 AM,Tuesday,St Clair and Bathurst,Mechanical,10,14,W/B,4489
2018-10-09,501,8:38:00 AM,Tuesday,Queen & Victoria,General Delay,15,20,W/B,4182
2018-10-09,511,8:59:00 AM,Tuesday,Fleet and Bathurst,Investigation,3,4,N/B,1102
2018-10-09,506,10:26:00 AM,Tuesday,Gerrard and Coxwell,Mechanical,5,10,W/B,4153
2018-10-09,512,10:43:00 AM,Tuesday,Vaughn rd south of St Clair,Mechanical,1,1,S/B,4488
2018-10-09,505,11:02:00 AM,Tuesday,spadina/dundas,Mechanical,4,8,W/B,8312
2018-10-09,506,11:17:00 AM,Tuesday,Gerrard and Coxwell,Mechanical,5,10,E/B,4014
2018-10-09,501,11:25:00 AM,Tuesday,Lakeshore & Islington,Held By,26,36,W/B,4096
2018-10-09,506,1:20:00 PM,Tuesday,College and Young to Carlton and Church,Mechanical,1,1,E/B,4156
2018-10-09,501,1:34:00 PM,Tuesday,Long Branch Loop,Mechanical,10,19,E/B,4145
2018-10-09,504,1:52:00 PM,Tuesday,Broadview Stn,Mechanical,7,14,W/B,4432
2018-10-09,510,2:52:00 PM,Tuesday,Spadina and Dundas,Mechanical,23,26,S/B,4405
2018-10-09,504,3:11:00 PM,Tuesday,Distillery loop,Late Leaving Garage,5,12,W/B,4416
2018-10-09,506,3:40:00 PM,Tuesday,Main Station,Mechanical,0,5,W,4075
2018-10-09,504,4:03:00 PM,Tuesday,BroadviewDundas,Mechanical,6,12,W/B,4021
2018-10-09,501,5:06:00 PM,Tuesday,King / Dufferin,Mechanical,4,9,E/B,4074
2018-10-09,504,5:41:00 PM,Tuesday,Roncesvalles/Garden,Held By,7,13,E/B,4428
2018-10-09,501,5:42:00 PM,Tuesday,Quen / Dufferin,Investigation,40,45,E/B,4074
2018-10-09,501,5:50:00 PM,Tuesday,Neville Loop,Mechanical,15,20,W/B,4081
2018-10-09,505,6:08:00 PM,Tuesday,College east of Sherborne,Mechanical,5,10,E/B,8304
2018-10-09,501,6:28:00 PM,Tuesday,Queen / lansdowne,Mechanical,5,9,W/B,4089
2018-10-09,501,6:46:00 PM,Tuesday,Queen / Woodgreen,Emergency Services,6,11,E/B,4181
2018-10-09,506,7:10:00 PM,Tuesday,Gerrard and Pape,Investigation,0,0,E/B,4087
2018-10-09,512,7:14:00 PM,Tuesday,St. Clair Station,Mechanical,7,14,W/B,4407
2018-10-09,504,8:17:00 PM,Tuesday,Queen Broadview,Investigation,192,198,E/B,4473
2018-10-09,501,8:52:00 PM,Tuesday,Queen and Jamesion,Mechanical,4,8,E/B,4154
2018-10-09,501,9:48:00 PM,Tuesday,Queen and beach,Utilized Off Route,16,20,W/B,4127
2018-10-09,504,10:17:00 PM,Tuesday,Shaw/Queen,Investigation,9,18,N/B,4463
2018-10-09,501,11:07:00 PM,Tuesday,longbranch loop,Mechanical,10,20,W/B,4053
2018-10-10,504,1:31:00 AM,Wednesday,Roncesvalles/Galley,Investigation,104,113,S/B,4402
2018-10-10,304,2:49:00 AM,Wednesday,King/Queensway,Mechanical,1,1,N/B,4429
2018-10-10,512,4:18:00 AM,Wednesday,Leslie barns,Late Leaving Garage,7,17,N/B,4416
2018-10-10,512,4:23:00 AM,Wednesday,Leslie barns,Late Leaving Garage,2,7,N/B,4453
2018-10-10,504,5:42:00 AM,Wednesday,Leslie Barns,Late Leaving Garage,4,2,N/B,
2018-10-10,506,6:21:00 AM,Wednesday,Coxwell and Lower Gerrard,Mechanical,4,7,W/B,4149
2018-10-10,504,8:06:00 AM,Wednesday,Dufferin & Thorburn.,Investigation,18,23,S/B,4407
2018-10-10,504,8:06:00 AM,Wednesday,Dufferin & Thornburn,Investigation,5,10,S/B,4479
2018-10-10,511,8:22:00 AM,Wednesday,CNE Loop,Investigation,3,6,W/B,1073
2018-10-10,501,10:00:00 AM,Wednesday,Queen & Bay,General Delay,5,10,W/B,4104
2018-10-10,506,10:01:00 AM,Wednesday,College and Ossingston,Held By,203,208,B/W,4004
2018-10-10,506,10:15:00 AM,Wednesday,Bathurst Station,Investigation,5,10,S/B,4051
2018-10-10,512,11:00:00 AM,Wednesday,St clair st Alberta st to Wychwood,Overhead - Pantograph,4,8,E/B,4404
2018-10-10,511,11:21:00 AM,Wednesday,Bathurst and Robinson,Investigation,3,6,S/B,1112
2018-10-10,504,11:25:00 AM,Wednesday,Broadview & Langley,Investigation,14,21,W/B,4466
2018-10-10,501,11:45:00 AM,Wednesday,Queen & Parliament,Mechanical,5,10,E/B,4147
2018-10-10,505,1:40:00 PM,Wednesday,dundas west station,Mechanical,4,8,E/B,8367
2018-10-10,506,1:41:00 PM,Wednesday,College and Bay,Mechanical,5,10,S/B,4053
2018-10-10,511,1:41:00 PM,Wednesday,CNE LOOP,Mechanical,3,6,S/B,1112
2018-10-10,512,2:28:00 PM,Wednesday,St.Clair and Bathurst,Overhead - Pantograph,4,8,W/B,4411
2018-10-10,501,2:57:00 PM,Wednesday,QUEEN/BAY,General Delay,16,20,E/B,4182
2018-10-10,504,3:11:00 PM,Wednesday,Distillery loop,Late Leaving Garage,5,11,W/B,4497
2018-10-10,504,3:39:00 PM,Wednesday,King/Dufferin,Mechanical,6,12,E/B,4428
2018-10-10,502,3:47:00 PM,Wednesday,QUEEN/BAY,Mechanical,12,24,E/B,
2018-10-10,501,4:41:00 PM,Wednesday,Queen/Bay,General Delay,20,24,B/W,4160
2018-10-10,501,4:48:00 PM,Wednesday,QUEENSWAY/RONCY,Mechanical,4,8,W/B,4180
2018-10-10,504,4:49:00 PM,Wednesday,King/Tecuseth,Held By,5,11,E/B,4497
2018-10-10,501,4:56:00 PM,Wednesday,LONG BRANCH LOOP,Investigation,9,19,E/B,4115
2018-10-10,512,4:56:00 PM,Wednesday,St. Clair and Sliverthorn,Investigation,42,46,W/B,4416
2018-10-10,501,5:45:00 PM,Wednesday,Queen/Bay,General Delay,22,26,E/B,4157
2018-10-10,504,6:21:00 PM,Wednesday,King/bathurst,Held By,5,11,B/W,4458
2018-10-10,512,7:31:00 PM,Wednesday,Vaughan and St. Clair,Mechanical,1,2,S/B,4432
2018-10-10,501,8:40:00 PM,Wednesday,Queen and york,Mechanical,4,8,W/B,4048
2018-10-10,504,8:46:00 PM,Wednesday,King/Dufferin,General Delay,15,21,B/W,4449
2018-10-10,501,8:46:00 PM,Wednesday,long branch loop,Mechanical,10,20,W/B,4146
2018-10-10,505,9:18:00 PM,Wednesday,Dundas West STN,Mechanical,6,12,E/B,7836
2018-10-10,501,9:42:00 PM,Wednesday,Humber loop,Utilized Off Route,4,8,E/B,4146
2018-10-10,505,9:44:00 PM,Wednesday,Dundas and Jarvis,Mechanical,6,12,W/B,8205
2018-10-11,512,1:22:00 AM,Thursday,St. clair and robina,Overhead - Pantograph,65,72,W/B,4416
2018-10-11,510,1:59:00 AM,Thursday,Spadina and bremner,Mechanical,8,16,S/B,4460
2018-10-11,503,3:49:00 AM,Thursday,Bingham Loop,Mechanical,12,24,E/B,4146
2018-10-11,304,4:48:00 AM,Thursday,Leslie & Lakeshore,Mechanical,12,24,N/B,4440
2018-10-11,512,5:16:00 AM,Thursday,St Clair and Keele,Overhead - Pantograph,11,22,E/B,4480
2018-10-11,504,5:52:00 AM,Thursday,King & Sumach,Utilized Off Route,7,14,W/B,4483
2018-10-11,504,5:54:00 AM,Thursday,Queen & Broadview,Mechanical,21,28,W/B,4481
2018-10-11,504,5:58:00 AM,Thursday,King & Sumach,Utilized Off Route,14,21,W/B,4434
2018-10-11,511,6:14:00 AM,Thursday,Bathurst Station,Late Leaving Garage,3,6,N/B,
2018-10-11,505,6:30:00 AM,Thursday,broadview station,Mechanical,5,10,W/B,8365
